date,vendor,invoice_number,amount,currency,direction,gmail_message_id,notes
2026-06-04,א.מ.י טכנולוגיות רפואיות,SI26019663,10148.00,ILS,expense,19ea0d8a97b93fd9,חשבונית מרכזת - מופיע גם בדוח המייל האישי
2026-06-04,א.מ.י טכנולוגיות רפואיות,SI26019650,472.00,ILS,expense,19ea0d8a97b93fd9,חשבונית מרכזת - מופיע גם בדוח המייל האישי
2026-06-04,א.מ.י טכנולוגיות רפואיות,SI26019641,2867.00,ILS,expense,19ea0d8a97b93fd9,חשבונית מרכזת - מופיע גם בדוח המייל האישי
2026-06-07,Meta Ads (601049505664355),27292304737123046-27306268615726657,2095.01,ILS,expense,19ea03d2616d5b81,פרסום 31.5-6.6
2026-06-08,א.מ.י טכנולוגיות רפואיות,SI26020048,7080.00,ILS,expense,19ea70c286eff176,מזרקי Sculptra - מופיע גם בדוח המייל האישי
2026-06-13,Meta Ads (601049505664355),27475702388783283-27442231395463710,2677.00,ILS,expense,19ec2a8a173d8163,פרסום 7-13.6
2026-06-14,"נת""מ ניהול צרפתי ספייס",6/3065,2929.00,ILS,expense,19eff16029224d46,דמי אחזקה 06/26
2026-06-16,Meta Ads (601049505664355),27425698177117033-27505252845828237,2.18,ILS,expense,19ece74ead7dec5e,קרדיט פרסום 15.6
2026-06-17,Meta Ads (בית ספר לרפואה אסתטית),27518269867859868-27393420967011423,0.91,ILS,expense,19ed39435e3aa27f,קרדיט פרסום
2026-06-18,Meta Ads (601049505664355),27459771810376342-27507624268924422,2677.00,ILS,expense,19edbc7f97f1d5a9,פרסום מטא
2026-06-21,איילה קאופמן (ayaladigital),30191,3304.00,ILS,expense,19eeaab6cc89f570,חשבונית מס קבלה - שיווק דיגיטלי פייסבוק יוני
2026-06-23,Meta Ads (601049505664355),27520586224294900-27667611399592382,2677.00,ILS,expense,19ef481a8c215471,פרסום מטא
2026-06-28,Meta Ads (601049505664355),27663629833323869-27582126164807572,2701.00,ILS,expense,19f0ea239754444b,פרסום מטא
2026-07-04,Meta Ads (601049505664355),27734587612894758-27653342987685889,2722.00,ILS,expense,19f2c595f672aed1,פרסום מטא
2026-07-06,Meta Ads (601049505664355),27613096808377166-27753735207646665,632.27,ILS,expense,19f347854f58a64c,פרסום מטא - תשלום ידני
2026-07-07,Meta Ads (בית ספר לרפואה אסתטית),27686726261014228-27686726341014220,295.76,ILS,expense,19f3a99721a559c5,פרסום
